"","chart_position","title","artist","year","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","id","duration_ms","explicit","popularity","genre1","genre2","genre3","genre4","genre5"
"112",13,"Pumped Up Kicks","Foster The People",2011,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,128,"7w87IxuO7BDcJ3YUqCyMTT",239600,"FALSE","84","dance pop","pop","pop dance","post-teen pop","dance pop"
"113",14,"Last Friday Night (T.G.I.F.)","Katy Perry",2011,0.652,0.812,3,-3.797,0,0.0409,0.0013,0,0.667,0.72,126,"3avYqdwHKEq8beXbeWCKqJ",230733,"FALSE","69","pop","pop","pop","pop","pop"
"114",15,"Just The Way You Are","Bruno Mars",2011,0.637,0.843,5,-5.413,1,0.0432,0.0151,0,0.0876,0.434,109,"7BqBn9nzAq8spo5e7cZ0dJ",220733,"FALSE","81","dance pop","pop","post-teen pop","dance pop","pop"
"115",16,"Tonight (I'm Lovin' You)","Enrique Iglesias Ludacris  DJ Frank E",2011,0.702,0.894,10,-4.119,1,0.088,0.0256,0,0.134,0.436,126,"3woJZPXzFaj6mG3IWC5VCW",230476,"FALSE","0","dance pop","pop","pop dance","dance pop","pop"
"116",17,"Raise Your Glass","P!nk",2011,0.7,0.709,7,-5.006,1,0.0839,0.0048,0,0.0289,0.625,122,"1gv4xPanImH17bKZ9rOveR",202960,"TRUE","77","dance pop","pop","post-teen pop","dance pop","pop"
"117",18,"Born This Way","Lady Gaga",2011,0.586,0.835,11,-5.117,1,0.146,0.0039,0,0.304,0.492,124,"0ccl2YDH1T9You24iCc8hn",260413,"FALSE","1","barbadian pop","dance pop","pop","pop dance","post-teen pop"
"118",19,"F**kin' Perfect","P!nk",2011,0.57,0.646,7,-4.748,1,0.0331,0.0412,0,0.362,0.485,92,"3MGJF1CDFGfjXESL2Heva0",213413,"TRUE","64","dance pop","pop","pop rap","r&b","rap"
"119",20,"What's My Name?","Rihanna Drake",2011,0.689,0.784,2,-2.972,1,0.074,0.182,0,0.0843,0.561,100,"6DkXLzBQT7cwXmTyzAB1DJ",263173,"FALSE","67","chicago rap","dance pop","hip hop","pop","pop rap"
"120",21,"Look At Me Now","Chris Brown Lil Wayne  Busta Rhymes",2011,0.767,0.677,11,-6.128,0,0.184,0.0339,0,0.144,0.538,146,"3hsmbFKT5Cujb5GQjqEU39",222587,"TRUE","72","hip hop","new orleans rap","pop rap","rap","trap"
"121",22,"Down On Me","Jeremih 50 Cent",2011,0.7,0.598,2,-7.783,1,0.114,0.0369,0,0.111,0.594,160,"0x3TibRgnSqzkcwrqBd4iX",228453,"FALSE","71","british soul","pop","pop soul","uk pop","british soul"
"122",23,"How To Love","Lil Wayne",2011,0.644,0.661,11,-6.093,1,0.0418,2e-04,0,0.108,0.272,154,"4aX4Oycsk1fhHIee1zqsDe",240307,"FALSE","67","dance pop","neo mellow","piano rock","pop","pop dance"
"123",24,"Someone Like You","Adele",2011,0.556,0.319,9,-8.251,1,0.0281,0.893,0,0.0996,0.294,135,"1zwMYTA5nlNjZxYrvBB2pV",285240,"FALSE","78","pop","pop","pop","pop","pop"
"124",25,"Good Life","OneRepublic",2011,0.634,0.69,6,-7.804,1,0.052,0.0771,0,0.132,0.645,95,"6OtCIsQZ64Vs1EbzztvAv4",253307,"TRUE","71","dance pop","pop","pop dance","pop rap","post-teen pop"
"125",26,"The Lazy Song","Bruno Mars",2011,0.738,0.804,11,-3.851,1,0.0621,0.332,0,0.279,0.949,175,"1ExfPZEiahqhLyajhybFeS",190213,"FALSE","72","alternative hip hop","chicago rap","conscious hip hop","gangster rap","hip hop"
"126",27,"Till The World Ends","Britney Spears",2011,0.693,0.705,8,-5.747,1,0.0665,0.0228,0,0.202,0.45,132,"38iU2jg98IZZEIJPrP7aWD",237947,"FALSE","67","dance pop","pop","pop dance","dance pop","pop"
"127",28,"The Show Goes On","Lupe Fiasco",2011,0.591,0.889,7,-3.839,1,0.115,0.0189,0,0.155,0.65,143,"4NTWZqvfQTlOMitlVn6tew",239613,"TRUE","72","dance pop","electropop","pop","pop dance","post-teen pop"
"128",29,"The Edge Of Glory","Lady Gaga",2011,0.581,0.772,9,-6.544,1,0.0401,3e-04,0.0191,0.11,0.361,128,"0JNdS1n0ifOP25XvhwAMgM",320587,"FALSE","62","hip hop","pittsburgh rap","pop rap","rap","southern hip hop"
"129",30,"We R Who We R","Ke$ha",2011,0.736,0.817,8,-4.9,1,0.0407,0.0099,0.0017,0.117,0.653,120,"3LUWWox8YYykohBbHUrrxd",204760,"FALSE","72","dance pop","neon pop punk","pop","pop punk","pop rock"
"130",31,"Black And Yellow","Wiz Khalifa",2011,0.684,0.834,2,-4.524,0,0.0675,0.0646,0,0.271,0.538,164,"5A6OHHy73AR5tLxgTc98zz",217667,"TRUE","74","dance pop","electropop","pop","pop dance","post-teen pop"
"131",32,"Tonight Tonight","Hot Chelle Rae",2011,0.686,0.783,4,-4.977,1,0.119,0.0764,0,0.163,0.814,100,"2i0AUcEnsDm3dsqLrFWUCq",200467,"FALSE","75","detroit hip hop","gangster rap","hip hop","pop rap","rap"
"132",33,"Blow","Ke$ha",2011,0.753,0.729,11,-3.862,0,0.0392,0.0033,1e-04,0.073,0.812,120,"3pYDZTJM2tVBUhIRifWVzI",219973,"FALSE","65","contemporary country","country","country dawn","country road","modern country rock"
"133",34,"Lighters","Bad Meets Evil Bruno Mars",2011,0.676,0.695,0,-8.327,1,0.245,0.352,0,0.119,0.144,90,"5zpDHEU12zATwLGvozxPw2",303813,"TRUE","69","dance pop","pop rap","dance pop","pop rap","dance pop"
"134",35,"If I Die Young","The Band Perry",2011,0.606,0.497,4,-6.611,1,0.0277,0.348,0,0.275,0.362,131,"4u26EevCNXMhlvE1xFBJwX",222773,"FALSE","68","dance pop","pop","pop dance","pop rap","dance pop"
"135",36,"Stereo Hearts","Gym Class Heroes Adam Levine",2011,0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,90,"0qOnSQQF0yzuPWsXrQ9paz",210960,"FALSE","82","hip pop","r&b","urban contemporary","hip pop","r&b"
"136",37,"The Time (Dirty Bit)","The Black Eyed Peas",2011,0.816,0.813,6,-7.798,0,0.0664,0.0662,0,0.602,0.436,128,"7vWFaMq63AwkFDhS2OAg5u",307640,"FALSE","71","dance pop","latin","miami hip hop","pop","pop dance"
"137",38,"Coming Home","Diddy - Dirty Money Skylar Grey",2011,0.392,0.839,7,-1.921,1,0.193,0.158,0,0.3,0.232,168,"6Iocm6VMu6bVNYwiDoyQFW",238693,"FALSE","69","barbadian pop","dance pop","pop","pop dance","post-teen pop"
"138",39,"Hey Baby (Drop It To The Floor)","Pitbull T-Pain",2011,0.595,0.912,10,-3.428,0,0.0884,0.0434,0,0.259,0.762,128,"3rfhI32Il2hVRKDkuGeeen",234453,"FALSE","71","hip hop","new orleans rap","pop rap","rap","trap"
"139",40,"Only Girl (In The World)","Rihanna",2011,0.789,0.706,11,-4.233,0,0.0429,0.112,0,0.0586,0.638,126,"2ENexcMEMsYk0rVJigVD3i",235493,"FALSE","73","contemporary country","country","country dawn","country pop","country road"
"140",41,"6 Foot 7 Foot","Lil Wayne Cory Gunz",2011,0.365,0.751,2,-5.429,1,0.304,7e-04,0,0.318,0.604,79,"0z5ZPs57J2KERwM1tBM2GF",248587,"TRUE","71","contemporary country","country","country road","contemporary country","country"
"141",42,"Just A Kiss","Lady Antebellum",2011,0.593,0.639,1,-5.826,1,0.0307,0.446,0,0.0998,0.332,143,"2OXidlnDThZR3zf36k6DVL",218840,"FALSE","64","dance pop","edm","pop","pop dance","pop rap"
"142",43,"Dirt Road Anthem","Jason Aldean",2011,0.68,0.741,2,-5.055,1,0.0357,0.347,0,0.117,0.635,127,"2qYsSHsYkihWx043HVJQRV",229400,"FALSE","72","atl hip hop","dirty south rap","gangster rap","hip hop","pop rap"
"143",44,"Dynamite","Taio Cruz",2011,0.754,0.804,4,-3.177,1,0.0853,0.0033,0,0.0329,0.818,120,"1DqdF42leyFIzqNDv9CjId",203867,"FALSE","72","dance pop","pop","pop dance","pop rap","post-teen pop"
"144",45,"No Hands","Waka Flocka Flame Roscoe Dash  Wale",2011,0.76,0.595,1,-6.366,1,0.0391,0.0054,0,0.241,0.361,131,"03tqyYWC9Um2ZqU0ZN849H",263773,"TRUE","76","dance pop","hip hop","miami hip hop","pop","pop rap"
"145",46,"I Wanna Go","Britney Spears",2011,0.696,0.546,5,-6.55,1,0.0414,0.0038,0,0.332,0.787,130,"5cCAZS9VhLGEDV4NCfieeg",210267,"FALSE","67","dance pop","neon pop punk","pop punk","post-teen pop","dance pop"
"146",47,"I'm On One","DJ Khaled Drake Rick Ross  Lil Wayne",2011,0.413,0.807,11,-3.499,0,0.318,0.0536,0,0.631,0.438,149,"608a1wIsSd5KzMEqm1O7w3",296147,"TRUE","67","dance pop","pop","pop rap","r&b","rap"
"147",48,"You Make Me Feel...","Cobra Starship Sabi",2011,0.668,0.857,7,-2.944,0,0.0535,0.0191,0,0.0385,0.748,132,"16Of7eeW44kt0a1M0nitHM",215693,"FALSE","70","dance pop","hip pop","pop","pop dance","pop rap"
"148",49,"Yeah 3X","Chris Brown",2011,0.705,0.882,11,-3.201,0,0.0445,4e-04,0,0.0934,0.7,130,"2QtxlzvSBONjs1bDC34ixs",241667,"TRUE","70","g funk","gangster rap","hip hop","rap","west coast rap"
"149",50,"Moment 4 Life","Nicki Minaj Drake",2011,0.475,0.882,11,-3.883,1,0.351,0.406,0,0.241,0.369,98,"1ia019RqDK2o4QiANR1Dyn",279307,"TRUE","69","dance pop","hip hop","pop rap","rap","southern hip hop"
"150",51,"I Need A Doctor","Dr. Dre Eminem  Skylar Grey",2011,0.594,0.946,3,-4.521,1,0.452,0.0869,0,0.306,0.397,156,"70ATm56tH7OrQ1zurYssz0",283733,"TRUE","70","atl hip hop","dance pop","hip pop","neo soul","pop"
"151",52,"Just A Dream","Nelly",2011,0.531,0.752,1,-6.161,1,0.0305,0.0421,0,0.12,0.103,90,"3ZdJffjzJWFimSQyxgGIxN",237800,"FALSE","73","romanian pop","romanian pop","romanian pop","romanian pop","romanian pop"
"152",53,"Motivation","Kelly Rowland Lil Wayne",2011,0.735,0.679,9,-5.588,0,0.0431,0.18,2e-04,0.0766,0.264,141,"4Cv5dkUBqepa0siwGREihD",231173,"FALSE","63","dance pop","neo mellow","pop","pop rock","post-teen pop"
"153",54,"Stereo Love","Edward Maya  Vika Jigulina",2011,0.773,0.736,9,-5.589,1,0.0383,0.0335,0.0184,0.104,0.212,127,"5RfBhOGNbbXT5LiIvbHLhN",184000,"FALSE","54","hip hop","pittsburgh rap","pop rap","rap","southern hip hop"
"154",55,"Jar Of Hearts","Christina Perri",2011,0.349,0.348,3,-6.142,1,0.0316,0.726,0,0.12,0.0886,75,"0HZhYMZOcUzZKSFwPOti6m",246587,"FALSE","73","dance pop","edm","pop","pop dance","pop rap"
"155",56,"Roll Up","Wiz Khalifa",2011,0.523,0.805,3,-5.473,1,0.192,0.0524,0,0.0914,0.602,125,"53DB6LJV9B8sz0p1s6tlGS",227773,"TRUE","63","asian american hip hop","dance pop","edm","pop","pop dance"
"156",57,"Sexy And I Know It","LMFAO",2011,0.707,0.861,7,-4.225,1,0.316,0.1,0,0.191,0.795,130,"0obBFrPYkSoBJbvHfUIhkv",199480,"FALSE","62","chicago rap","rap","chicago rap","rap","chicago rap"
"157",58,"Rocketeer","Far*East Movement Ryan Tedder",2011,0.664,0.845,4,-6.115,0,0.0461,0.181,0,0.267,0.357,96,"45sDIKapDyxPl307QpEAwl",211253,"FALSE","69","dance pop","pop","pop dance","pop rap","post-teen pop"
"158",59,"All Of The Lights","Kanye West",2011,0.531,0.803,1,-3.284,1,0.0717,0.0796,0,0.176,0.221,142,"22L7bfCiAkJo5xGSQgmiIO",299613,"TRUE","75","atl hip hop","dance pop","pop","r&b","south carolina hip hop"
"159",60,"Hold It Against Me","Britney Spears",2011,0.648,0.722,0,-4.813,0,0.0427,0.0103,0,0.24,0.389,133,"7Dyq1bhhjknLKEGg4k5NLr",228827,"FALSE","61","canadian pop","candy pop","dance pop","pop","post-teen pop"
"160",61,"More","Usher",2011,0.551,0.893,7,-2.628,1,0.0543,0.0017,0,0.348,0.794,125,"0aBKFfdyOD1Ttvgv0cfjjJ",219987,"FALSE","67","dance pop","edm","grime","house","pop dance"
"161",62,"What The Hell","Avril Lavigne",2011,0.578,0.926,6,-3.689,0,0.0548,0.0047,0.0127,0.14,0.877,150,"2z4U9d5OAA4YLNXoCgioxo",220707,"FALSE","75","dance pop","pop","r&b","urban contemporary","dance pop"
"162",63,"Written In The Stars","Tinie Tempah Eric Turner",2011,0.644,0.945,7,-3.534,1,0.0717,0.0587,0,0.184,0.573,91,"61HQWI1Woxup7CnGwVUsdI",219560,"TRUE","54","atl hip hop","dance pop","pop","r&b","south carolina hip hop"
"163",64,"Bottoms Up","Trey Songz Nicki Minaj",2011,0.844,0.601,1,-5.283,1,0.157,0.0205,0,0.385,0.331,74,"4AYX69oFP3UOS1CFmV9UfO",242013,"TRUE","72","celtic rock","dance pop","neo mellow","pop","pop rock"
"164",65,"DJ Got Us Fallin' In Love","Usher Pitbull",2011,0.663,0.861,7,-3.398,0,0.109,0.0338,0,0.082,0.654,120,"4356Typ82hUiFAynbLYbPn",220800,"FALSE","79","contemporary country","country","country road","oklahoma country","contemporary country"
"165",66,"For The First Time","The Script",2011,0.396,0.629,9,-4.78,1,0.0287,0.0328,0,0.183,0.358,174,"09ZcYBGFX16X8GMDrvqQwt",252853,"TRUE","61","contemporary country","country","country road","contemporary country","country"
"166",67,"Honey Bee","Blake Shelton",2011,0.481,0.849,4,-5.131,1,0.0385,0.0017,0,0.121,0.723,206,"0gY2iq0xJPRoIB1PScKSw4",210720,"FALSE","64","barbadian pop","dance pop","pop","pop dance","post-teen pop"
"167",68,"Don't You Wanna Stay","Jason Aldean With Kelly Clarkson",2011,0.445,0.631,11,-4.798,1,0.0304,0.129,0,0.0911,0.152,144,"7CZiLgkiVHhFcDkI2Y4lZ4",256440,"FALSE","61","dance pop","hip pop","pop","pop r&b","post-teen pop"
"168",69,"We Found Love","Rihanna Calvin Harris",2011,0.734,0.766,1,-4.485,1,0.0383,0.025,0.0014,0.108,0.6,128,"6qn9YLKt13AGvpq9jfO8py",215227,"FALSE","75","dance pop","pop","pop dance","dance pop","pop"
"169",70,"Pretty Girl Rock","Keri Hilson",2011,0.666,0.87,11,-5.004,0,0.246,0.203,0,0.0851,0.9,160,"2Adn2LNgkHMH5TelQVAu4n",243920,"FALSE","68","asian american hip hop","dance pop","edm","pop","pop dance"
"170",71,"You And I","Lady Gaga",2011,0.518,0.709,2,-5.234,1,0.0476,0.075,0,0.0935,0.514,127,"6rkAY9rk1NTFB94QxG3LJR",307347,"FALSE","58","big room","dance pop","edm","pop","pop dance"
"171",72,"Like A G6","Far*East Movement Cataracs  Dev",2011,0.435,0.837,3,-8.126,1,0.449,0.0068,0,0.117,0.778,125,"4DvhkX2ic4zWkQeWMwQ2qf",216893,"FALSE","70","dance pop","pop","pop dance","dance pop","pop"
"172",73,"Without You","David Guetta Usher",2011,0.608,0.614,2,-3.727,1,0.0285,0.227,0,0.157,0.402,128,"1tAutlhI9FwnKn7fVgmd5P",208133,"FALSE","63","dance pop","pop","pop dance","post-teen pop","dance pop"
"173",74,"Back To December","Taylor Swift",2011,0.529,0.67,2,-4.663,1,0.0303,0.117,0,0.334,0.286,142,"3DrjZArsPsoqbLzUZZV1Id",293027,"FALSE","64","contemporary country","country","country road","heartland rock","modern country rock"
"174",75,"Teenage Dream","Katy Perry",2011,0.719,0.798,10,-4.582,1,0.0361,0.0162,0,0.134,0.591,120,"5jzKL4BDMClWqRguW5qZvh",227741,"FALSE","67","barbadian pop","dance pop","pop","pop dance","post-teen pop"
"175",76,"Crazy Girl","Eli Young Band",2011,0.366,0.651,4,-3.842,1,0.031,4e-04,0.0053,0.271,0.257,151,"1nVLAEzhBXMJLR5zAl90Nl",200707,"FALSE","67","dance pop","electropop","pop","pop dance","pop rap"
"176",77,"Cheers (Drink To That)","Rihanna",2011,0.576,0.912,9,-3.623,1,0.0403,0.0182,0,0.293,0.727,80,"46MDLc0Yip6xCMSsdePOAU",261747,"FALSE","51","contemporary country","country","country road","modern country rock","contemporary country"
"177",78,"Who Says","Selena Gomez  The Scene",2011,0.682,0.927,4,-2.915,1,0.0479,0.0843,0,0.149,0.744,101,"3TcL0dyCMyr0kyTTc4NLgI",195613,"FALSE","75","contemporary country","country","country road","modern country rock","contemporary country"
"178",79,"Barefoot Blue Jean Night","Jake Owen",2011,0.6,0.808,4,-4.679,1,0.0403,0.208,0,0.196,0.809,172,"3ts6xK5GzfMAAriT9AIBmP",167427,"FALSE","70","contemporary country","country","country road","contemporary country","country"
"179",80,"Knee Deep","Zac Brown Band Jimmy Buffett",2011,0.715,0.584,8,-8.231,1,0.0296,0.432,0,0.095,0.609,91,"0b2IVjeD268pYd7VUhmtKI",203173,"FALSE","72","contemporary country","country","country dawn","country road","dance pop"
"180",81,"Country Girl (Shake It For Me)","Luke Bryan",2011,0.645,0.904,2,-4.532,1,0.0462,0.0293,0,0.0834,0.671,106,"0yD66650JxhqKbW76C2qCo",225560,"FALSE","69","dance pop","electropop","pop dance","dance pop","electropop"
"181",82,"Remind Me","Brad Paisley Duet With Carrie Underwood",2011,0.484,0.78,5,-3.275,1,0.0312,0.0533,0,0.507,0.311,141,"10yIZv28DUZPHkdqJfzEZs",253000,"FALSE","40","dance pop","pop rap","southern hip hop","dance pop","pop rap"
"182",83,"In The Dark","Dev",2011,0.736,0.823,8,-4.231,1,0.0675,0.0036,9e-04,0.33,0.442,125,"1pbHy9VBpSyZh56xuujZz0",226227,"FALSE","54","canadian hip hop","canadian pop","hip hop","pop rap","rap"
"183",84,"Backseat","New Boyz The Cataracs  Dev",2011,0.595,0.923,7,-3.449,1,0.144,0.0693,0,0.505,0.782,125,"4dWjQ3wEfW6KPaaxCoaPH4",224093,"TRUE","49","dance pop","pop","pop dance","post-teen pop","r&b"
"184",85,"Headlines","Drake",2011,0.636,0.566,6,-7.16,0,0.106,0.365,4e-04,0.0917,0.425,152,"6LxSe8YmdPxy095Ux6znaQ",235987,"TRUE","73","dance pop","pop","pop dance","pop rap","post-teen pop"
"185",86,"Best Thing I Never Had","Beyonce",2011,0.545,0.649,6,-4.062,1,0.0324,0.143,0,0.0894,0.297,99,"3lBRNqXjPp2j3JMTCXDTNO",253747,"FALSE","72","big room","dance pop","edm","pop","pop dance"
"186",87,"Don't Wanna Go Home","Jason Derulo",2011,0.671,0.808,2,-4.861,0,0.0652,0.02,0,0.134,0.637,122,"1r3myKmjWoOqRip99CmSj1",206080,"FALSE","65","dance pop","pop","pop rap","r&b","rap"
"187",88,"Where Them Girls At","David Guetta Flo Rida  Nicki Minaj",2011,0.664,0.872,3,-3.117,1,0.0396,0.0306,0,0.228,0.555,130,"63rbP24OzfaQCJjsHWZXnY",210093,"TRUE","63","contemporary country","country","country road","modern country rock","contemporary country"
"188",89,"She Ain't You","Chris Brown",2011,0.634,0.716,2,-6.502,1,0.128,0.0341,0,0.0877,0.619,91,"3dhvQUA0NyrAea4vQ7X6Gn",248107,"FALSE","57","dance pop","edm","pop","pop dance","pop rap"
"189",90,"Take A Back Road","Rodney Atkins",2011,0.581,0.856,3,-4,1,0.0783,0.183,0,0.0871,0.918,170,"7B6m8tHAYZsOKOKMU5SR2n",209427,"FALSE","66","dance pop","pop","r&b","urban contemporary","dance pop"
"190",91,"Please Don't Go","Mike Posner",2011,0.699,0.882,4,-3.896,0,0.0311,0.003,0.0544,0.13,0.657,120,"6jg5SRvdGxvJ0DzNV0UqEK",196813,"FALSE","61","dance pop","electropop","pop","pop dance","pop rap"
"191",92,"Sure Thing","Miguel",2011,0.684,0.603,11,-8.127,0,0.0989,0.0275,3e-04,0.191,0.504,81,"0JXXNGljqupsJaZsgSbMZV",195373,"FALSE","79","contemporary country","country","country road","oklahoma country","contemporary country"
"192",93,"Price Tag","Jessie J B.o.B",2011,0.638,0.831,5,-3.944,1,0.182,0.0281,0,0.277,0.685,175,"5mvKuE9Lf9ARVXVXA32kK9",223053,"FALSE","61","hip hop","new orleans rap","pop rap","rap","trap"
"193",94,"God Gave Me You","Blake Shelton",2011,0.483,0.844,2,-5.043,1,0.0314,0.0048,1e-04,0.405,0.543,152,"0w9LJae3sVlZlH2CnxTInF",229533,"FALSE","64","contemporary country","country","country dawn","country road","modern country rock"
"194",95,"She Will","Lil Wayne Drake",2011,0.364,0.841,8,-4.831,1,0.119,4e-04,0,0.242,0.0837,100,"3FFcZZq3Z3EJrhUecwcMdG",305840,"TRUE","63","indie poptimism","modern alternative rock","modern rock","neo mellow","pop"
"195",96,"Are You Gonna Kiss Me Or Not","Thompson Square",2011,0.485,0.701,8,-3.807,1,0.0288,0.039,0,0.0977,0.613,152,"2TAcwD5KcV9uY3O1tLGV15",184920,"FALSE","64","contemporary country","country","country road","contemporary country","country"
"196",97,"Animal","Neon Trees",2011,0.482,0.833,5,-5.611,1,0.0449,3e-04,0,0.365,0.74,148,"1fBl642IhJOE5U319Gy2Go",212293,"FALSE","71","contemporary country","country","country road","modern country rock","contemporary country"
"197",98,"You And Tequila","Kenny Chesney Grace Potter",2011,0.691,0.454,6,-9.13,1,0.0256,0.437,0.0023,0.0783,0.35,136,"1t2hJFgJyUPD2crOafMUEk",242840,"FALSE","61","detroit hip hop","hip hop","pop rap","rap","southern hip hop"
"198",99,"Colder Weather","Zac Brown Band",2011,0.667,0.381,3,-7.494,1,0.0294,0.455,0,0.116,0.199,136,"23hDnIFoFlVTDA6y8YrJoR",273893,"FALSE","68","australian pop","australian pop","australian pop","australian pop","australian pop"
"199",100,"My Last","Big Sean Chris Brown",2011,0.387,0.773,8,-5.685,1,0.17,0.098,0,0.209,0.368,79,"70tFuqBcduJv15bEnOPRTh",254120,"TRUE","57","detroit hip hop","hip hop","pop rap","rap","southern hip hop"
"200",1,"Somebody That I Used To Know","Gotye Kimbra",2012,0.864,0.495,0,-7.036,1,0.037,0.591,1e-04,0.0992,0.72,129,"4wCmqSrbyCgxEXROQE6vtV",244973,"FALSE","77","australian pop","australian pop","australian pop","australian pop","australian pop"
"201",2,"Call Me Maybe","Carly Rae Jepsen",2012,0.783,0.58,7,-6.548,1,0.0408,0.0114,0,0.108,0.66,120,"3TGRqZ0a2l1LRblBkJoaDx",193400,"FALSE","70","australian pop","canadian pop","dance pop","electropop","indie poptimism"
"202",3,"We Are Young","fun. Janelle Monae",2012,0.378,0.638,10,-5.576,1,0.075,0.02,1e-04,0.0849,0.735,184,"7a86XRg84qjasly9f6bPSD",250627,"FALSE","73","baroque pop","metropopolis","modern rock","pop","pop rock"
"203",4,"Payphone","Maroon 5 Wiz Khalifa",2012,0.739,0.756,4,-4.828,1,0.0394,0.0136,0,0.37,0.523,110,"1LmN9SSHISbtp9LoaR5ZVJ",231387,"TRUE","74","pop","pop rock","pop","pop rock","pop"
"204",5,"Lights","Ellie Goulding",2012,0.681,0.802,8,-5.836,0,0.0347,0.0271,0.0496,0.127,0.791,120,"4YyUCUhxmMz2mWTv4hQLdT",212707,"FALSE","3","dance pop","edm","electropop","indietronica","metropopolis"
"205",6,"Glad You Came","The Wanted",2012,0.61,0.841,7,-4.579,0,0.0692,0.056,0,0.118,0.431,127,"3AGOgQzp0YcPH41u9p7dOp",198187,"FALSE","69","boy band","dance pop","pop","pop dance","pop rock"
"206",7,"Stronger (What Doesn't Kill You)","Kelly Clarkson",2012,0.562,0.939,0,-4.282,1,0.0475,0.046,0,0.112,0.684,116,"6D60klaHqbCl9ySc8VcRss",221947,"FALSE","66","dance pop","neo mellow","pop","pop dance","pop rock"
"207",8,"We Found Love","Rihanna Calvin Harris",2012,0.734,0.766,1,-4.485,1,0.0383,0.025,0.0014,0.108,0.6,128,"6qn9YLKt13AGvpq9jfO8py",215227,"FALSE","75","barbadian pop","dance pop","pop","pop dance","post-teen pop"
"208",9,"Starships","Nicki Minaj",2012,0.747,0.716,11,-2.457,0,0.075,0.135,0,0.251,0.751,125,"1oHNvJVbFkexQc0BpQp7Y4",210627,"TRUE","72","dance pop","hip pop","pop","pop dance","pop rap"
"209",10,"What Makes You Beautiful","One Direction",2012,0.726,0.787,4,-2.494,1,0.0737,0.009,0,0.0596,0.888,125,"4cluDES4hQEUhmXj6TXkSo",199987,"FALSE","82","boy band","pop","post-teen pop","talent show","boy band"
"210",11,"Wild Ones","Flo Rida Sia",2012,0.608,0.86,5,-5.324,0,0.0554,0.0991,0,0.262,0.437,127,"1NpW5kyvO4XrNJ3rnfcNy3",232947,"FALSE","77","dance pop","miami hip hop","pop","pop dance","pop rap"
"211",12,"Set Fire To The Rain","Adele",2012,0.603,0.67,2,-3.882,0,0.0249,0.0041,0,0.112,0.446,108,"73CMRj62VK8nUS4ezD2wvi",242974,"FALSE","75","british soul","pop","pop soul","uk pop","british soul"
"212",13,"Sexy And I Know It","LMFAO",2012,0.707,0.861,7,-4.225,1,0.316,0.1,0,0.191,0.795,130,"0obBFrPYkSoBJbvHfUIhkv",199480,"FALSE","62","dance pop","edm","pop","pop dance","pop rap"
"213",14,"Some Nights","fun.",2012,0.672,0.738,0,-7.045,1,0.0506,0.0178,1e-04,0.0927,0.392,108,"6t6oULCRS6hnI7rm0h5gwl",277040,"TRUE","71","baroque pop","metropopolis","modern rock","pop","pop rock"
"214",15,"Wide Awake","Katy Perry",2012,0.514,0.683,5,-5.099,1,0.0367,0.0749,0,0.392,0.575,160,"5JLv62qFIS1DR3zGEcApRt",220947,"FALSE","67","dance pop","pop","pop dance","post-teen pop","dance pop"
"215",16,"Good Feeling","Flo Rida",2012,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.0029,0.306,0.684,128,"2LEF1A8DOZ9wRYikWgVlZ8",248133,"FALSE","75","dance pop","miami hip hop","pop","pop dance","pop rap"
"216",17,"Whistle","Flo Rida",2012,0.747,0.937,0,-5.746,1,0.0453,0.0208,0,0.29,0.739,104,"3bC1ahPIYt1btJzSSEyyrF",224653,"FALSE","77","dance pop","miami hip hop","pop","pop dance","pop rap"
"217",18,"One More Night","Maroon 5",2012,0.718,0.82,5,-3.453,0,0.0323,0.0444,0,0.0846,0.613,93,"4XNrMwGx1SqP01sqkGTDmo",219467,"FALSE","67","pop","pop rock","pop","pop rock","pop"
"218",19,"Drive By","Train",2012,0.765,0.837,1,-3.113,0,0.032,0.0011,0,0.0801,0.721,122,"0KAiuUOrLTIkzkpfpn9jb9",195973,"FALSE","76","dance pop","neo mellow","pop","pop rock","dance pop"
